Date,Adj Close
,JPM
2023-01-03,125.4922103881836
2023-01-04,126.6624526977539
2023-01-05,126.63436889648438
2023-01-06,129.05760192871094
2023-01-09,128.52430725097656
2023-01-10,129.6750946044922
2023-01-11,130.63877868652344
2023-01-12,130.50778198242188
2023-01-13,133.8011016845703
2023-01-17,131.73341369628906
2023-01-18,127.77581787109375
2023-01-19,126.07300567626953
2023-01-20,126.38175201416016
2023-01-23,128.4307403564453
2023-01-24,129.53477478027344
2023-01-25,130.16160583496094
2023-01-26,130.96624755859375
2023-01-27,131.28433227539062
2023-01-30,130.1709747314453
2023-01-31,130.94752502441406
2023-02-01,130.601318359375
2023-02-02,129.9932098388672
2023-02-03,132.00474548339844
2023-02-06,132.78131103515625
2023-02-07,134.39990234375
2023-02-08,133.45497131347656
2023-02-09,131.3778839111328
2023-02-10,131.95797729492188
2023-02-13,133.38946533203125
2023-02-14,133.9788818359375
2023-02-15,134.5402374267578
2023-02-16,132.68775939941406
2023-02-17,133.08071899414062
2023-02-21,130.63877868652344
2023-02-22,129.63766479492188
2023-02-23,130.67616271972656
2023-02-24,131.85504150390625
2023-02-27,133.00587463378906
2023-02-28,134.11924743652344
2023-03-01,133.37074279785156
2023-03-02,131.9860382080078
2023-03-03,134.40928649902344
2023-03-06,133.62335205078125
2023-03-07,129.6938018798828
2023-03-08,128.92662048339844
2023-03-09,121.94697570800781
2023-03-10,125.04381561279297
2023-03-13,122.79838562011719
2023-03-14,125.95137786865234
2023-03-15,120.00092315673828
2023-03-16,122.33058166503906
2023-03-17,117.70867919921875
2023-03-20,118.95305633544922
2023-03-21,122.14348602294922
2023-03-22,118.99046325683594
2023-03-23,118.67236328125
2023-03-24,116.86664581298828
2023-03-27,120.21612548828125
2023-03-28,120.58099365234375
2023-03-29,120.82426452636719
2023-03-30,120.4593734741211
2023-03-31,121.91890716552734
2023-04-03,121.77857208251953
2023-04-04,120.15061950683594
2023-04-05,120.32977294921875
2023-04-06,120.19776916503906
2023-04-10,120.59381866455078
2023-04-11,121.18787384033203
2023-04-12,121.16899108886719
2023-04-13,121.63105010986328
2023-04-14,130.8153839111328
2023-04-17,131.8526153564453
2023-04-18,133.3330535888672
2023-04-19,133.16336059570312
2023-04-20,132.77670288085938
2023-04-21,132.5220947265625
2023-04-24,132.70126342773438
2023-04-25,129.81585693359375
2023-04-26,127.51504516601562
2023-04-27,129.23121643066406
2023-04-28,130.3533477783203
2023-05-01,133.1444549560547
2023-05-02,130.99453735351562
2023-05-03,128.2222442626953
2023-05-04,126.46836853027344
2023-05-05,128.93894958496094
2023-05-08,129.2500762939453
2023-05-09,128.6277313232422
2023-05-10,128.69374084472656
2023-05-11,128.2882843017578
2023-05-12,126.44950103759766
2023-05-15,127.51504516601562
2023-05-16,126.65697479248047
2023-05-17,130.55136108398438
2023-05-18,131.54144287109375
2023-05-19,131.23968505859375
2023-05-22,130.1553192138672
2023-05-23,128.7974853515625
2023-05-24,127.6187744140625
2023-05-25,127.92996215820312
2023-05-26,129.12747192382812
2023-05-30,129.61781311035156
2023-05-31,127.96768188476562
2023-06-01,129.73098754882812
2023-06-02,132.4561309814453
2023-06-05,131.1548309326172
2023-06-06,131.3905792236328
2023-06-07,132.66357421875
2023-06-08,132.70126342773438
2023-06-09,132.96530151367188
2023-06-12,132.95587158203125
2023-06-13,133.9176788330078
2023-06-14,133.41790771484375
2023-06-15,134.92665100097656
2023-06-16,135.08692932128906
2023-06-20,134.39857482910156
2023-06-21,134.2005615234375
2023-06-22,131.6168670654297
2023-06-23,130.92855834960938
2023-06-26,131.24913024902344
2023-06-27,131.25857543945312
2023-06-28,130.68338012695312
2023-06-29,135.2472381591797
2023-06-30,137.14254760742188
2023-07-03,138.24583435058594
2023-07-05,137.3248748779297
2023-07-06,135.9672088623047
2023-07-07,137.0400390625
2023-07-10,137.80905151367188
2023-07-11,139.9642791748047
2023-07-12,140.65733337402344
2023-07-13,141.34092712402344
2023-07-14,142.19541931152344
2023-07-17,145.62289428710938
2023-07-18,145.88870239257812
2023-07-19,146.4488525390625
2023-07-20,148.2527618408203
2023-07-21,147.11343383789062
2023-07-24,150.00921630859375
2023-07-25,148.88888549804688
2023-07-26,149.7813262939453
2023-07-27,148.1293487548828
2023-07-28,148.9743194580078
2023-07-31,149.97122192382812
2023-08-01,149.2306671142578
2023-08-02,147.5407257080078
2023-08-03,148.44265747070312
2023-08-04,148.1293487548828
2023-08-07,148.8319091796875
2023-08-08,147.99639892578125
2023-08-09,146.01210021972656
2023-08-10,145.7937469482422
2023-08-11,146.6387176513672
2023-08-14,146.9425811767578
2023-08-15,143.20181274414062
2023-08-16,142.5941619873047
2023-08-17,141.11309814453125
2023-08-18,141.43589782714844
2023-08-21,141.9200897216797
2023-08-22,138.97686767578125
2023-08-23,139.91680908203125
2023-08-24,139.78390502929688
2023-08-25,139.6129913330078
2023-08-28,140.09718322753906
2023-08-29,141.2364959716797
2023-08-30,140.66685485839844
2023-08-31,138.92941284179688
2023-09-01,139.39459228515625
2023-09-05,137.85655212402344
2023-09-06,137.6287078857422
2023-09-07,136.451416015625
2023-09-08,136.5558624267578
2023-09-11,137.15399169921875
2023-09-12,138.9388885498047
2023-09-13,139.00535583496094
2023-09-14,141.70172119140625
2023-09-15,141.28396606445312
2023-09-18,141.5782928466797
2023-09-19,141.3979034423828
2023-09-20,140.7997589111328
2023-09-21,139.69845581054688
2023-09-22,138.35972595214844
2023-09-25,139.04331970214844
2023-09-26,137.6002197265625
2023-09-27,138.40721130371094
2023-09-28,140.12567138671875
2023-09-29,137.68568420410156
2023-10-02,136.49887084960938
2023-10-03,135.4924774169922
2023-10-04,136.10012817382812
2023-10-05,136.67396545410156
2023-10-06,138.77813720703125
2023-10-09,138.46249389648438
2023-10-10,139.3041534423828
2023-10-11,139.78236389160156
2023-10-12,139.45716857910156
2023-10-13,141.55178833007812
2023-10-16,141.40834045410156
2023-10-17,141.1022491455078
2023-10-18,139.55284118652344
2023-10-19,138.95982360839844
2023-10-20,136.7218017578125
2023-10-23,134.8567352294922
2023-10-24,135.01934814453125
2023-10-25,134.28289794921875
2023-10-26,134.62722778320312
2023-10-27,129.7781219482422
2023-10-30,131.43272399902344
2023-10-31,133.0012664794922
2023-11-01,132.8865203857422
2023-11-02,135.25845336914062
2023-11-03,136.76962280273438
2023-11-06,137.8025665283203
2023-11-07,137.73562622070312
2023-11-08,138.41468811035156
2023-11-09,138.00340270996094
2023-11-10,140.05015563964844
2023-11-13,139.428466796875
2023-11-14,141.97262573242188
2023-11-15,143.21597290039062
2023-11-16,144.85145568847656
2023-11-17,146.16177368164062
2023-11-20,146.61129760742188
2023-11-21,146.30523681640625
2023-11-22,146.64956665039062
2023-11-24,146.85040283203125
2023-11-27,146.51565551757812
2023-11-28,146.85040283203125
2023-11-29,147.59645080566406
2023-11-30,149.2797393798828
2023-12-01,150.0066375732422
2023-12-04,151.1065216064453
2023-12-05,151.08741760253906
2023-12-06,149.49969482421875
2023-12-07,149.95880126953125
2023-12-08,151.6134490966797
2023-12-11,152.16815185546875
2023-12-12,153.52630615234375
2023-12-13,154.0427703857422
2023-12-14,156.84510803222656
2023-12-15,158.0310821533203
2023-12-18,158.98751831054688
2023-12-19,161.1107635498047
2023-12-20,159.29356384277344
2023-12-21,160.20216369628906
2023-12-22,160.10655212402344
2023-12-26,161.0533905029297
2023-12-27,162.01937866210938
2023-12-28,162.88018798828125
2023-12-29,162.68890380859375
2024-01-02,164.5826416015625
2024-01-03,163.86529541015625
2024-01-04,164.95274353027344
2024-01-05,165.7803497314453
2024-01-08,165.53976440429688
2024-01-09,164.23101806640625
2024-01-10,164.5774383544922
2024-01-11,163.88455200195312
2024-01-12,162.681640625
2024-01-16,161.66156005859375
2024-01-17,160.79547119140625
2024-01-18,161.11305236816406
2024-01-19,163.89418029785156
2024-01-22,163.7017059326172
2024-01-23,162.62391662597656
2024-01-24,164.0770263671875
2024-01-25,166.4251251220703
2024-01-26,165.7899627685547
2024-01-29,166.22300720214844
2024-01-30,169.6296844482422
2024-01-31,167.79159545898438
2024-02-01,167.1853485107422
2024-02-02,168.1476593017578
2024-02-05,167.92633056640625
2024-02-06,168.50372314453125
2024-02-07,168.8212890625
2024-02-08,168.21502685546875
2024-02-09,168.41712951660156
2024-02-12,169.16773986816406
2024-02-13,167.69537353515625
2024-02-14,169.39869689941406
2024-02-15,173.0940399169922
2024-02-16,172.28567504882812
2024-02-20,172.95932006835938
2024-02-21,174.08522033691406
2024-02-22,176.1735076904297
2024-02-23,177.05885314941406
2024-02-26,176.45257568359375
2024-02-27,176.5391845703125
2024-02-28,177.43414306640625
2024-02-29,179.0508575439453
2024-03-01,178.3098602294922
2024-03-04,179.6475067138672
2024-03-05,181.44703674316406
2024-03-06,182.39012145996094
2024-03-07,180.79266357421875
2024-03-08,181.12948608398438
2024-03-11,181.19683837890625
2024-03-12,182.68844604492188
2024-03-13,184.17047119140625
2024-03-14,180.888916015625
2024-03-15,183.13111877441406
2024-03-18,185.40225219726562
2024-03-19,186.48963928222656
2024-03-20,188.9339599609375
2024-03-21,191.56112670898438
2024-03-22,189.21302795410156
2024-03-25,187.48085021972656
2024-03-26,188.35655212402344
2024-03-27,192.00381469726562
2024-03-28,192.75442504882812
2024-04-01,191.44564819335938
2024-04-02,191.36868286132812
2024-04-03,190.82977294921875
2024-04-04,189.37782287597656
2024-04-05,191.12014770507812
2024-04-08,192.11712646484375
2024-04-09,190.8297576904297
2024-04-10,189.20361328125
2024-04-11,189.16490173339844
2024-04-12,176.9301300048828
2024-04-15,177.02691650390625
2024-04-16,175.00392150878906
2024-04-17,174.30699157714844
2024-04-18,175.43946838378906
2024-04-19,179.84361267089844
2024-04-22,183.337890625
2024-04-23,185.98036193847656
2024-04-24,186.89024353027344
2024-04-25,187.17092895507812
2024-04-26,187.28709411621094
2024-04-29,187.08380126953125
2024-04-30,185.59320068359375
2024-05-01,185.70932006835938
2024-05-02,185.51576232910156
2024-05-03,184.4026336669922
2024-05-06,185.8448486328125
2024-05-07,185.60287475585938
2024-05-08,189.37782287597656
2024-05-09,191.1685333251953
2024-05-10,192.3978271484375
2024-05-13,192.35910034179688
2024-05-14,195.0499725341797
2024-05-15,195.6307373046875
2024-05-16,195.9792022705078
